Timestamp,Grade,CanteenVisit,EatFreq,TimeOfDay,GroupSize,AvgSpend,FoodCat,MainReason,FoodQuality,FoodPrice,Cleanliness,QueueSys,QueueTime,Ambience,SeatComfort,AirCirc,OutOfStock,CantHours
28/05/2025 17:21,B27,Sehari sekali,5,Siang,5,> Rp 30.000,Makanan cepat saji,Variasi makanan,4,4,4,4,4,4,4,4,4,4
28/05/2025 17:21,B27,Sehari sekali,5,Pagi,5,> Rp 30.000,Makanan cepat saji,Rasa makanan,4,4,4,4,4,4,4,4,4,4
28/05/2025 17:25,B27,Beberapa kali dalam satu minggu,5,Siang,3,Rp 26.000 - Rp 30.000,Makanan berbasis mie/kwetiau/bihun/dsb.,Rasa makanan,4,4,4,4,4,4,4,4,4,4
28/05/2025 17:25,B27,Sehari sekali,5,Siang,5,> Rp 30.000,Makanan berbasis mie/kwetiau/bihun/dsb.,Rasa makanan,4,4,4,4,4,4,4,4,4,4
28/05/2025 17:26,B27,Sehari sekali,5,Siang,3,> Rp 30.000,Makanan berbasis nasi,Lokasi,4,4,4,5,5,5,5,5,5,5
28/05/2025 17:27,B27,Jarang atau tidak pernah,5,Siang,1,> Rp 30.000,Makanan berbasis mie/kwetiau/bihun/dsb.,Rasa makanan,5,5,5,5,5,5,5,5,3,3
28/05/2025 17:28,B27,Sehari sekali,5,Siang,2,> Rp 30.000,Makanan berbasis mie/kwetiau/bihun/dsb.,Lokasi,4,4,4,4,4,4,4,4,2,2
28/05/2025 17:28,B27,Beberapa kali dalam satu minggu,3,Siang,3,> Rp 30.000,Makanan berbasis nasi,Fasilitas,4,4,4,4,4,4,4,4,2,2
28/05/2025 17:31,B27,Jarang atau tidak pernah,1,Siang,1,> Rp 30.000,Makanan berbasis nasi,Fasilitas,4,4,4,4,4,4,4,4,4,4
28/05/2025 17:31,B27,Sehari sekali,5,Siang,5,> Rp 30.000,Makanan berbasis mie/kwetiau/bihun/dsb.,Fasilitas,4,4,4,4,4,4,4,4,4,4
28/05/2025 17:37,B27,Sehari sekali,5,Siang,3,> Rp 30.000,Makanan berbasis mie/kwetiau/bihun/dsb.,Rasa makanan,4,4,4,4,4,4,4,4,2,2
28/05/2025 17:41,B27,Jarang atau tidak pernah,1,Siang,2,Rp 21.000 - Rp 25.000,Makanan berbasis mie/kwetiau/bihun/dsb.,Rasa makanan,4,4,4,4,4,4,4,4,2,2
28/05/2025 17:42,B27,Sehari sekali,5,Siang,5,> Rp 30.000,Makanan cepat saji,Variasi makanan,5,5,5,5,5,5,5,5,2,3
28/05/2025 17:45,B27,Beberapa kali dalam satu minggu,3,Pagi,10,> Rp 30.000,Makanan berbasis nasi,Variasi makanan,5,5,5,5,5,5,5,5,5,5
28/05/2025 17:46,B25,Beberapa kali dalam satu minggu,5,Sore,1,Rp 16.000 - Rp 20.000,Makanan berbasis nasi,Variasi makanan,5,5,5,5,5,5,5,5,5,5
28/05/2025 17:46,B26,Sehari sekali,3,Pagi,3,> Rp 30.000,Cemilan ringan,Lokasi,5,5,5,5,5,5,5,5,5,5
28/05/2025 17:47,B28,Jarang atau tidak pernah,3,Sore,2,Rp 21.000 - Rp 25.000,Makanan berbasis nasi,Rasa makanan,5,5,5,5,5,5,5,5,5,5
28/05/2025 17:51,B27,Sehari sekali,4,Siang,6,> Rp 30.000,Makanan cepat saji,Rasa makanan,4,4,3,4,5,3,4,5,3,4
28/05/2025 17:52,B27,Beberapa kali dalam satu minggu,3,Pagi,2,Rp 16.000 - Rp 20.000,Makanan berbasis mie/kwetiau/bihun/dsb.,Fasilitas,4,3,5,5,5,5,5,5,5,5
28/05/2025 17:53,B27,Beberapa kali dalam satu minggu,4,Sore,5,> Rp 30.000,Makanan berbasis mie/kwetiau/bihun/dsb.,Lokasi,3,3,3,3,4,4,4,4,4,4
28/05/2025 17:54,B27,Sehari sekali,3,Pagi,3,> Rp 30.000,Cemilan ringan,Fasilitas,4,4,4,4,4,4,4,4,4,4
29/05/2025 03:10,B27,Beberapa kali dalam sehari,6,Siang,4,> Rp 30.000,Makanan berbasis nasi,Lokasi,3,3,3,2,2,3,3,3,2,2
29/05/2025 03:11,B27,Beberapa kali dalam satu minggu,8,Siang,2,Rp 21.000 - Rp 25.000,Makanan berbasis nasi,Lokasi,4,4,3,2,2,3,4,3,3,2
